date,frm,Date,FRM,risk_level,Risk level
2010-04-30,0.01677,2010-04-30,0.0168,67.51,4. High risk
2010-05-03,0.018511,2010-05-03,0.0185,72.26,4. High risk
2010-05-04,0.020433,2010-05-04,0.0204,77.75,4. High risk
2010-05-05,0.028984,2010-05-05,0.029,90.48,5. Severe risk
2010-05-06,0.028065,2010-05-06,0.0281,89.71,5. Severe risk
2010-05-07,0.028478,2010-05-07,0.0285,90.02,5. Severe risk
2010-05-10,0.033279,2010-05-10,0.0333,93.73,5. Severe risk
2010-05-11,0.031499,2010-05-11,0.0315,92.41,5. Severe risk
2010-05-12,0.027913,2010-05-12,0.0279,89.54,5. Severe risk
2010-05-13,0.023249,2010-05-13,0.0232,83.47,5. Severe risk
2010-05-14,0.025184,2010-05-14,0.0252,86.55,5. Severe risk
2010-05-17,0.032253,2010-05-17,0.0323,93.18,5. Severe risk
2010-05-18,0.026502,2010-05-18,0.0265,87.92,5. Severe risk
2010-05-19,0.025872,2010-05-19,0.0259,87.37,5. Severe risk
2010-05-20,0.035403,2010-05-20,0.0354,94.89,5. Severe risk
2010-05-21,0.036322,2010-05-21,0.0363,95.57,5. Severe risk
2010-05-25,0.031624,2010-05-25,0.0316,92.46,5. Severe risk
2010-05-26,0.033895,2010-05-26,0.0339,94.07,5. Severe risk
2010-05-27,0.037808,2010-05-27,0.0378,96.02,5. Severe risk
2010-05-28,0.034554,2010-05-28,0.0346,94.34,5. Severe risk
2010-05-31,0.036259,2010-05-31,0.0363,95.54,5. Severe risk
2010-06-01,0.030594,2010-06-01,0.0306,91.81,5. Severe risk
2010-06-02,0.031707,2010-06-02,0.0317,92.58,5. Severe risk
2010-06-03,0.035779,2010-06-03,0.0358,95.25,5. Severe risk
2010-06-04,0.033597,2010-06-04,0.0336,93.93,5. Severe risk
2010-06-07,0.031898,2010-06-07,0.0319,92.87,5. Severe risk
2010-06-08,0.036827,2010-06-08,0.0368,95.85,5. Severe risk
2010-06-09,0.033343,2010-06-09,0.0333,93.81,5. Severe risk
2010-06-10,0.040331,2010-06-10,0.0403,96.46,5. Severe risk
2010-06-11,0.034952,2010-06-11,0.035,94.58,5. Severe risk
2010-06-14,0.038669,2010-06-14,0.0387,96.14,5. Severe risk
2010-06-15,0.040664,2010-06-15,0.0407,96.58,5. Severe risk
2010-06-16,0.042747,2010-06-16,0.0427,97.18,5. Severe risk
2010-06-17,0.041789,2010-06-17,0.0418,96.82,5. Severe risk
2010-06-18,0.04605,2010-06-18,0.046,97.95,5. Severe risk
2010-06-21,0.041576,2010-06-21,0.0416,96.75,5. Severe risk
2010-06-22,0.044743,2010-06-22,0.0447,97.69,5. Severe risk
2010-06-23,0.034872,2010-06-23,0.0349,94.55,5. Severe risk
2010-06-24,0.030109,2010-06-24,0.0301,91.44,5. Severe risk
2010-06-25,0.033005,2010-06-25,0.033,93.47,5. Severe risk
2010-06-28,0.038014,2010-06-28,0.038,96.05,5. Severe risk
2010-06-29,0.034585,2010-06-29,0.0346,94.38,5. Severe risk
2010-06-30,0.031738,2010-06-30,0.0317,92.62,5. Severe risk
2010-07-01,0.028666,2010-07-01,0.0287,90.26,5. Severe risk
2010-07-02,0.031936,2010-07-02,0.0319,92.89,5. Severe risk
2010-07-05,0.033275,2010-07-05,0.0333,93.71,5. Severe risk
2010-07-06,0.02846,2010-07-06,0.0285,90,5. Severe risk
2010-07-07,0.029991,2010-07-07,0.03,91.3,5. Severe risk
2010-07-08,0.027446,2010-07-08,0.0274,89.08,5. Severe risk
2010-07-09,0.029558,2010-07-09,0.0296,90.91,5. Severe risk
2010-07-12,0.028897,2010-07-12,0.0289,90.38,5. Severe risk
2010-07-13,0.03031,2010-07-13,0.0303,91.61,5. Severe risk
2010-07-14,0.031257,2010-07-14,0.0313,92.26,5. Severe risk
2010-07-15,0.028689,2010-07-15,0.0287,90.31,5. Severe risk
2010-07-16,0.029819,2010-07-16,0.0298,91.11,5. Severe risk
2010-07-19,0.031826,2010-07-19,0.0318,92.75,5. Severe risk
2010-07-20,0.031656,2010-07-20,0.0317,92.48,5. Severe risk
2010-07-21,0.028184,2010-07-21,0.0282,89.8,5. Severe risk
2010-07-22,0.029867,2010-07-22,0.0299,91.18,5. Severe risk
2010-07-23,0.026889,2010-07-23,0.0269,88.33,5. Severe risk
2010-07-26,0.027556,2010-07-26,0.0276,89.25,5. Severe risk
2010-07-27,0.03181,2010-07-27,0.0318,92.72,5. Severe risk
2010-07-28,0.031269,2010-07-28,0.0313,92.29,5. Severe risk
2010-07-29,0.026262,2010-07-29,0.0263,87.68,5. Severe risk
2010-07-30,0.033391,2010-07-30,0.0334,93.88,5. Severe risk
2010-08-02,0.031195,2010-08-02,0.0312,92.19,5. Severe risk
2010-08-03,0.031446,2010-08-03,0.0314,92.34,5. Severe risk
2010-08-04,0.028918,2010-08-04,0.0289,90.43,5. Severe risk
2010-08-05,0.029922,2010-08-05,0.0299,91.23,5. Severe risk
2010-08-06,0.023676,2010-08-06,0.0237,84.31,5. Severe risk
2010-08-09,0.026344,2010-08-09,0.0263,87.8,5. Severe risk
2010-08-10,0.027005,2010-08-10,0.027,88.43,5. Severe risk
2010-08-11,0.023384,2010-08-11,0.0234,83.66,5. Severe risk
2010-08-12,0.024111,2010-08-12,0.0241,84.86,5. Severe risk
2010-08-13,0.023531,2010-08-13,0.0235,83.95,5. Severe risk
2010-08-16,0.022389,2010-08-16,0.0224,81.92,5. Severe risk
2010-08-17,0.019937,2010-08-17,0.0199,76.5,4. High risk
2010-08-18,0.022764,2010-08-18,0.0228,82.62,5. Severe risk
2010-08-19,0.02252,2010-08-19,0.0225,82.04,5. Severe risk
2010-08-20,0.017799,2010-08-20,0.0178,70.69,4. High risk
2010-08-23,0.015686,2010-08-23,0.0157,63.32,4. High risk
2010-08-24,0.015972,2010-08-24,0.016,64.26,4. High risk
2010-08-25,0.016281,2010-08-25,0.0163,65.46,4. High risk
2010-08-26,0.018292,2010-08-26,0.0183,71.9,4. High risk
2010-08-27,0.017473,2010-08-27,0.0175,69.8,4. High risk
2010-08-30,0.017273,2010-08-30,0.0173,69.2,4. High risk
2010-08-31,0.018024,2010-08-31,0.018,71.22,4. High risk
2010-09-01,0.019522,2010-09-01,0.0195,75.13,4. High risk
2010-09-02,0.017492,2010-09-02,0.0175,69.87,4. High risk
2010-09-03,0.018051,2010-09-03,0.0181,71.25,4. High risk
2010-09-06,0.016632,2010-09-06,0.0166,67.03,4. High risk
2010-09-07,0.016497,2010-09-07,0.0165,66.38,4. High risk
2010-09-08,0.016177,2010-09-08,0.0162,65.17,4. High risk
2010-09-09,0.015856,2010-09-09,0.0159,63.87,4. High risk
2010-09-10,0.016509,2010-09-10,0.0165,66.52,4. High risk
2010-09-13,0.017284,2010-09-13,0.0173,69.22,4. High risk
2010-09-14,0.016792,2010-09-14,0.0168,67.53,4. High risk
2010-09-15,0.018109,2010-09-15,0.0181,71.46,4. High risk
2010-09-16,0.017034,2010-09-16,0.017,68.4,4. High risk
2010-09-17,0.018111,2010-09-17,0.0181,71.49,4. High risk
2010-09-20,0.016882,2010-09-20,0.0169,67.8,4. High risk
2010-09-21,0.016615,2010-09-21,0.0166,66.88,4. High risk
2010-09-22,0.016609,2010-09-22,0.0166,66.86,4. High risk
2010-09-23,0.015957,2010-09-23,0.016,64.14,4. High risk
2010-09-24,0.016419,2010-09-24,0.0164,65.99,4. High risk
2010-09-27,0.017771,2010-09-27,0.0178,70.62,4. High risk
2010-09-28,0.014767,2010-09-28,0.0148,58.16,3. Elevated risk
2010-09-29,0.014846,2010-09-29,0.0148,58.62,3. Elevated risk
2010-09-30,0.013889,2010-09-30,0.0139,54.04,3. Elevated risk
2010-10-01,0.016864,2010-10-01,0.0169,67.73,4. High risk
2010-10-04,0.016619,2010-10-04,0.0166,66.96,4. High risk
2010-10-05,0.016246,2010-10-05,0.0162,65.39,4. High risk
2010-10-06,0.015596,2010-10-06,0.0156,62.74,4. High risk
2010-10-07,0.015897,2010-10-07,0.0159,63.99,4. High risk
2010-10-08,0.015389,2010-10-08,0.0154,61.39,4. High risk
2010-10-11,0.016438,2010-10-11,0.0164,66.06,4. High risk
2010-10-12,0.014868,2010-10-12,0.0149,58.76,3. Elevated risk
2010-10-13,0.016035,2010-10-13,0.016,64.4,4. High risk
2010-10-14,0.015834,2010-10-14,0.0158,63.77,4. High risk
2010-10-15,0.015402,2010-10-15,0.0154,61.58,4. High risk
2010-10-18,0.015894,2010-10-18,0.0159,63.94,4. High risk
2010-10-19,0.016511,2010-10-19,0.0165,66.55,4. High risk
2010-10-20,0.015474,2010-10-20,0.0155,62.11,4. High risk
2010-10-21,0.015711,2010-10-21,0.0157,63.46,4. High risk
2010-10-22,0.014852,2010-10-22,0.0149,58.66,3. Elevated risk
2010-10-25,0.014091,2010-10-25,0.0141,54.88,3. Elevated risk
2010-10-26,0.014853,2010-10-26,0.0149,58.69,3. Elevated risk
2010-10-27,0.013154,2010-10-27,0.0132,49.46,3. Elevated risk
2010-10-28,0.013667,2010-10-28,0.0137,52.74,3. Elevated risk
2010-10-29,0.013142,2010-10-29,0.0131,49.39,3. Elevated risk
2010-11-01,0.011608,2010-11-01,0.0116,36.92,2. General risk
2010-11-02,0.01155,2010-11-02,0.0116,36.47,2. General risk
2010-11-03,0.011558,2010-11-03,0.0116,36.51,2. General risk
2010-11-04,0.012433,2010-11-04,0.0124,44.66,3. Elevated risk
2010-11-05,0.010191,2010-11-05,0.0102,20.49,2. General risk
2010-11-08,0.012531,2010-11-08,0.0125,45.41,3. Elevated risk
2010-11-09,0.012135,2010-11-09,0.0121,42.08,3. Elevated risk
2010-11-10,0.012715,2010-11-10,0.0127,46.81,3. Elevated risk
2010-11-11,0.01575,2010-11-11,0.0158,63.61,4. High risk
2010-11-12,0.014449,2010-11-12,0.0144,56.45,3. Elevated risk
2010-11-15,0.015209,2010-11-15,0.0152,60.57,4. High risk
2010-11-16,0.014999,2010-11-16,0.015,59.48,3. Elevated risk
2010-11-17,0.012882,2010-11-17,0.0129,48.23,3. Elevated risk
2010-11-18,0.012718,2010-11-18,0.0127,46.88,3. Elevated risk
2010-11-19,0.013689,2010-11-19,0.0137,53,3. Elevated risk
2010-11-22,0.013821,2010-11-22,0.0138,53.56,3. Elevated risk
2010-11-23,0.014061,2010-11-23,0.0141,54.76,3. Elevated risk
2010-11-24,0.012395,2010-11-24,0.0124,44.28,3. Elevated risk
2010-11-25,0.012642,2010-11-25,0.0126,46.11,3. Elevated risk
2010-11-26,0.012861,2010-11-26,0.0129,47.77,3. Elevated risk
2010-11-29,0.012834,2010-11-29,0.0128,47.48,3. Elevated risk
2010-11-30,0.012471,2010-11-30,0.0125,44.97,3. Elevated risk
2010-12-02,0.013736,2010-12-02,0.0137,53.24,3. Elevated risk
2010-12-03,0.013807,2010-12-03,0.0138,53.51,3. Elevated risk
2010-12-06,0.01317,2010-12-06,0.0132,49.58,3. Elevated risk
2010-12-07,0.012946,2010-12-07,0.0129,48.57,3. Elevated risk
2010-12-08,0.013456,2010-12-08,0.0135,51.48,3. Elevated risk
2010-12-09,0.013199,2010-12-09,0.0132,49.87,3. Elevated risk
2010-12-10,0.01164,2010-12-10,0.0116,37.17,2. General risk
2010-12-13,0.012258,2010-12-13,0.0123,43.07,3. Elevated risk
2010-12-14,0.011624,2010-12-14,0.0116,37.07,2. General risk
2010-12-15,0.012423,2010-12-15,0.0124,44.59,3. Elevated risk
2010-12-16,0.011095,2010-12-16,0.0111,31.86,2. General risk
2010-12-17,0.012325,2010-12-17,0.0123,43.87,3. Elevated risk
2010-12-20,0.01476,2010-12-20,0.0148,58.04,3. Elevated risk
2010-12-21,0.011891,2010-12-21,0.0119,40.03,3. Elevated risk
2010-12-22,0.01225,2010-12-22,0.0122,42.97,3. Elevated risk
2010-12-23,0.012584,2010-12-23,0.0126,45.72,3. Elevated risk
2010-12-27,0.01253,2010-12-27,0.0125,45.38,3. Elevated risk
2010-12-28,0.011757,2010-12-28,0.0118,38.61,2. General risk
2010-12-29,0.012032,2010-12-29,0.012,41.38,3. Elevated risk
2010-12-30,0.01608,2010-12-30,0.0161,64.69,4. High risk
2011-01-03,0.012807,2011-01-03,0.0128,47.26,3. Elevated risk
2011-01-04,0.012504,2011-01-04,0.0125,45.14,3. Elevated risk
2011-01-05,0.012195,2011-01-05,0.0122,42.4,3. Elevated risk
2011-01-06,0.011712,2011-01-06,0.0117,38.11,2. General risk
2011-01-07,0.013123,2011-01-07,0.0131,49.31,3. Elevated risk
2011-01-10,0.012313,2011-01-10,0.0123,43.72,3. Elevated risk
2011-01-11,0.012648,2011-01-11,0.0126,46.23,3. Elevated risk
2011-01-12,0.012873,2011-01-12,0.0129,48.04,3. Elevated risk
2011-01-13,0.011389,2011-01-13,0.0114,34.95,2. General risk
2011-01-14,0.011897,2011-01-14,0.0119,40.08,3. Elevated risk
2011-01-17,0.012881,2011-01-17,0.0129,48.16,3. Elevated risk
2011-01-18,0.013389,2011-01-18,0.0134,51,3. Elevated risk
2011-01-19,0.013167,2011-01-19,0.0132,49.53,3. Elevated risk
2011-01-20,0.012646,2011-01-20,0.0126,46.18,3. Elevated risk
2011-01-21,0.013952,2011-01-21,0.014,54.28,3. Elevated risk
2011-01-24,0.012202,2011-01-24,0.0122,42.47,3. Elevated risk
2011-01-25,0.013251,2011-01-25,0.0133,50.18,3. Elevated risk
2011-01-26,0.015394,2011-01-26,0.0154,61.46,4. High risk
2011-01-27,0.014043,2011-01-27,0.014,54.64,3. Elevated risk
2011-01-28,0.012873,2011-01-28,0.0129,48.04,3. Elevated risk
2011-01-31,0.012439,2011-01-31,0.0124,44.71,3. Elevated risk
2011-02-01,0.01357,2011-02-01,0.0136,52.08,3. Elevated risk
2011-02-02,0.012006,2011-02-02,0.012,40.95,3. Elevated risk
2011-02-03,0.012315,2011-02-03,0.0123,43.77,3. Elevated risk
2011-02-04,0.012865,2011-02-04,0.0129,47.92,3. Elevated risk
2011-02-07,0.012622,2011-02-07,0.0126,45.96,3. Elevated risk
2011-02-08,0.013882,2011-02-08,0.0139,53.94,3. Elevated risk
2011-02-09,0.013313,2011-02-09,0.0133,50.61,3. Elevated risk
2011-02-10,0.012042,2011-02-10,0.012,41.43,3. Elevated risk
2011-02-11,0.012366,2011-02-11,0.0124,44.08,3. Elevated risk
2011-02-14,0.012068,2011-02-14,0.0121,41.62,3. Elevated risk
2011-02-15,0.012197,2011-02-15,0.0122,42.42,3. Elevated risk
2011-02-16,0.011464,2011-02-16,0.0115,35.72,2. General risk
2011-02-17,0.011588,2011-02-17,0.0116,36.8,2. General risk
2011-02-18,0.012062,2011-02-18,0.0121,41.53,3. Elevated risk
2011-02-21,0.012458,2011-02-21,0.0125,44.9,3. Elevated risk
2011-02-22,0.012228,2011-02-22,0.0122,42.71,3. Elevated risk
2011-02-23,0.011845,2011-02-23,0.0118,39.5,2. General risk
2011-02-24,0.012274,2011-02-24,0.0123,43.31,3. Elevated risk
2011-02-25,0.012431,2011-02-25,0.0124,44.64,3. Elevated risk
2011-02-28,0.012414,2011-02-28,0.0124,44.52,3. Elevated risk
2011-03-01,0.014749,2011-03-01,0.0147,57.94,3. Elevated risk
2011-03-02,0.01286,2011-03-02,0.0129,47.75,3. Elevated risk
2011-03-03,0.013474,2011-03-03,0.0135,51.58,3. Elevated risk
2011-03-04,0.013081,2011-03-04,0.0131,49.07,3. Elevated risk
2011-03-07,0.012822,2011-03-07,0.0128,47.36,3. Elevated risk
2011-03-08,0.011524,2011-03-08,0.0115,36.35,2. General risk
2011-03-09,0.012696,2011-03-09,0.0127,46.71,3. Elevated risk
2011-03-10,0.012606,2011-03-10,0.0126,45.84,3. Elevated risk
2011-03-11,0.01344,2011-03-11,0.0134,51.34,3. Elevated risk
2011-03-14,0.013174,2011-03-14,0.0132,49.67,3. Elevated risk
2011-03-15,0.014134,2011-03-15,0.0141,54.98,3. Elevated risk
2011-03-16,0.013166,2011-03-16,0.0132,49.51,3. Elevated risk
2011-03-17,0.012678,2011-03-17,0.0127,46.49,3. Elevated risk
2011-03-18,0.014123,2011-03-18,0.0141,54.95,3. Elevated risk
2011-03-21,0.014926,2011-03-21,0.0149,58.95,3. Elevated risk
2011-03-22,0.013884,2011-03-22,0.0139,53.96,3. Elevated risk
2011-03-23,0.014005,2011-03-23,0.014,54.57,3. Elevated risk
2011-03-24,0.014551,2011-03-24,0.0146,56.88,3. Elevated risk
2011-03-25,0.013495,2011-03-25,0.0135,51.65,3. Elevated risk
2011-03-28,0.014585,2011-03-28,0.0146,57,3. Elevated risk
2011-03-29,0.014783,2011-03-29,0.0148,58.21,3. Elevated risk
2011-03-30,0.014646,2011-03-30,0.0146,57.34,3. Elevated risk
2011-03-31,0.013736,2011-03-31,0.0137,53.24,3. Elevated risk
2011-04-01,0.013841,2011-04-01,0.0138,53.65,3. Elevated risk
2011-04-04,0.014611,2011-04-04,0.0146,57.1,3. Elevated risk
2011-04-05,0.015366,2011-04-05,0.0154,61.32,4. High risk
2011-04-06,0.015541,2011-04-06,0.0155,62.5,4. High risk
2011-04-07,0.015151,2011-04-07,0.0152,60.16,4. High risk
2011-04-08,0.016284,2011-04-08,0.0163,65.49,4. High risk
2011-04-11,0.015604,2011-04-11,0.0156,62.81,4. High risk
2011-04-12,0.01622,2011-04-12,0.0162,65.32,4. High risk
2011-04-13,0.015155,2011-04-13,0.0152,60.18,4. High risk
2011-04-14,0.017273,2011-04-14,0.0173,69.2,4. High risk
2011-04-15,0.018917,2011-04-15,0.0189,73.34,4. High risk
2011-04-18,0.020037,2011-04-18,0.02,76.86,4. High risk
2011-04-19,0.017355,2011-04-19,0.0174,69.53,4. High risk
2011-04-20,0.016076,2011-04-20,0.0161,64.64,4. High risk
2011-04-21,0.017434,2011-04-21,0.0174,69.68,4. High risk
2011-04-22,0.017145,2011-04-22,0.0171,68.74,4. High risk
2011-04-26,0.030648,2011-04-26,0.0306,91.9,5. Severe risk
2011-04-27,0.032684,2011-04-27,0.0327,93.32,5. Severe risk
2011-04-28,0.030452,2011-04-28,0.0305,91.66,5. Severe risk
2011-04-29,0.016894,2011-04-29,0.0169,67.87,4. High risk
2011-05-02,0.017072,2011-05-02,0.0171,68.55,4. High risk
2011-05-03,0.016133,2011-05-03,0.0161,64.88,4. High risk
2011-05-04,0.015928,2011-05-04,0.0159,64.06,4. High risk
2011-05-05,0.016382,2011-05-05,0.0164,65.75,4. High risk
2011-05-06,0.016361,2011-05-06,0.0164,65.68,4. High risk
2011-05-09,0.017458,2011-05-09,0.0175,69.78,4. High risk
2011-05-10,0.014348,2011-05-10,0.0143,55.84,3. Elevated risk
2011-05-11,0.015548,2011-05-11,0.0155,62.55,4. High risk
2011-05-12,0.017174,2011-05-12,0.0172,68.81,4. High risk
2011-05-13,0.015592,2011-05-13,0.0156,62.71,4. High risk
2011-05-16,0.015865,2011-05-16,0.0159,63.89,4. High risk
2011-05-17,0.016955,2011-05-17,0.017,68.14,4. High risk
2011-05-18,0.015262,2011-05-18,0.0153,60.79,4. High risk
2011-05-19,0.016968,2011-05-19,0.017,68.23,4. High risk
2011-05-20,0.015362,2011-05-20,0.0154,61.24,4. High risk
2011-05-23,0.015909,2011-05-23,0.0159,64.04,4. High risk
2011-05-24,0.016036,2011-05-24,0.016,64.43,4. High risk
2011-05-25,0.017665,2011-05-25,0.0177,70.33,4. High risk
2011-05-26,0.017193,2011-05-26,0.0172,68.88,4. High risk
2011-05-27,0.014967,2011-05-27,0.015,59.29,3. Elevated risk
2011-05-30,0.015641,2011-05-30,0.0156,63.15,4. High risk
2011-05-31,0.014375,2011-05-31,0.0144,56.06,3. Elevated risk
2011-06-01,0.015536,2011-06-01,0.0155,62.45,4. High risk
2011-06-02,0.015188,2011-06-02,0.0152,60.35,4. High risk
2011-06-03,0.01441,2011-06-03,0.0144,56.33,3. Elevated risk
2011-06-06,0.015125,2011-06-06,0.0151,60.01,4. High risk
2011-06-07,0.015169,2011-06-07,0.0152,60.28,4. High risk
2011-06-08,0.014766,2011-06-08,0.0148,58.13,3. Elevated risk
2011-06-09,0.014369,2011-06-09,0.0144,56.04,3. Elevated risk
2011-06-10,0.013716,2011-06-10,0.0137,53.15,3. Elevated risk
2011-06-14,0.014439,2011-06-14,0.0144,56.4,3. Elevated risk
2011-06-15,0.014267,2011-06-15,0.0143,55.48,3. Elevated risk
2011-06-16,0.014361,2011-06-16,0.0144,55.97,3. Elevated risk
2011-06-17,0.013546,2011-06-17,0.0135,51.99,3. Elevated risk
2011-06-20,0.013278,2011-06-20,0.0133,50.42,3. Elevated risk
2011-06-21,0.013088,2011-06-21,0.0131,49.1,3. Elevated risk
2011-06-22,0.012142,2011-06-22,0.0121,42.15,3. Elevated risk
2011-06-23,0.012002,2011-06-23,0.012,40.9,3. Elevated risk
2011-06-24,0.012583,2011-06-24,0.0126,45.7,3. Elevated risk
2011-06-27,0.014362,2011-06-27,0.0144,55.99,3. Elevated risk
2011-06-28,0.013381,2011-06-28,0.0134,50.95,3. Elevated risk
2011-06-29,0.014085,2011-06-29,0.0141,54.86,3. Elevated risk
2011-06-30,0.014594,2011-06-30,0.0146,57.03,3. Elevated risk
2011-07-01,0.012718,2011-07-01,0.0127,46.88,3. Elevated risk
2011-07-04,0.013367,2011-07-04,0.0134,50.9,3. Elevated risk
2011-07-05,0.014831,2011-07-05,0.0148,58.52,3. Elevated risk
2011-07-06,0.014335,2011-07-06,0.0143,55.7,3. Elevated risk
2011-07-07,0.014681,2011-07-07,0.0147,57.46,3. Elevated risk
2011-07-08,0.014405,2011-07-08,0.0144,56.25,3. Elevated risk
2011-07-11,0.015198,2011-07-11,0.0152,60.45,4. High risk
2011-07-12,0.014491,2011-07-12,0.0145,56.57,3. Elevated risk
2011-07-13,0.013605,2011-07-13,0.0136,52.21,3. Elevated risk
2011-07-14,0.013311,2011-07-14,0.0133,50.59,3. Elevated risk
2011-07-15,0.013582,2011-07-15,0.0136,52.18,3. Elevated risk
2011-07-18,0.013251,2011-07-18,0.0133,50.18,3. Elevated risk
2011-07-19,0.012701,2011-07-19,0.0127,46.76,3. Elevated risk
2011-07-20,0.013017,2011-07-20,0.013,48.78,3. Elevated risk
2011-07-21,0.013195,2011-07-21,0.0132,49.8,3. Elevated risk
2011-07-22,0.013338,2011-07-22,0.0133,50.66,3. Elevated risk
2011-07-25,0.013164,2011-07-25,0.0132,49.48,3. Elevated risk
2011-07-26,0.012986,2011-07-26,0.013,48.66,3. Elevated risk
2011-07-27,0.01289,2011-07-27,0.0129,48.3,3. Elevated risk
2011-07-28,0.012892,2011-07-28,0.0129,48.32,3. Elevated risk
2011-07-29,0.012681,2011-07-29,0.0127,46.54,3. Elevated risk
2011-08-01,0.013477,2011-08-01,0.0135,51.6,3. Elevated risk
2011-08-02,0.013392,2011-08-02,0.0134,51.02,3. Elevated risk
2011-08-03,0.014753,2011-08-03,0.0148,57.97,3. Elevated risk
2011-08-04,0.014512,2011-08-04,0.0145,56.69,3. Elevated risk
2011-08-05,0.018347,2011-08-05,0.0183,72.02,4. High risk
2011-08-08,0.017963,2011-08-08,0.018,71.05,4. High risk
2011-08-09,0.027892,2011-08-09,0.0279,89.52,5. Severe risk
2011-08-10,0.025496,2011-08-10,0.0255,86.91,5. Severe risk
2011-08-11,0.024778,2011-08-11,0.0248,86.04,5. Severe risk
2011-08-12,0.02546,2011-08-12,0.0255,86.84,5. Severe risk
2011-08-16,0.02368,2011-08-16,0.0237,84.33,5. Severe risk
2011-08-17,0.027955,2011-08-17,0.028,89.61,5. Severe risk
2011-08-18,0.030644,2011-08-18,0.0306,91.88,5. Severe risk
2011-08-19,0.03049,2011-08-19,0.0305,91.68,5. Severe risk
2011-08-22,0.032881,2011-08-22,0.0329,93.44,5. Severe risk
2011-08-23,0.029515,2011-08-23,0.0295,90.82,5. Severe risk
2011-08-24,0.034805,2011-08-24,0.0348,94.46,5. Severe risk
2011-08-25,0.031603,2011-08-25,0.0316,92.43,5. Severe risk
2011-08-26,0.029619,2011-08-26,0.0296,91.03,5. Severe risk
2011-08-29,0.027311,2011-08-29,0.0273,88.84,5. Severe risk
2011-08-30,0.027638,2011-08-30,0.0276,89.35,5. Severe risk
2011-08-31,0.027594,2011-08-31,0.0276,89.27,5. Severe risk
2011-09-01,0.027319,2011-09-01,0.0273,88.86,5. Severe risk
2011-09-02,0.026317,2011-09-02,0.0263,87.78,5. Severe risk
2011-09-05,0.027197,2011-09-05,0.0272,88.6,5. Severe risk
2011-09-06,0.02729,2011-09-06,0.0273,88.82,5. Severe risk
2011-09-07,0.02556,2011-09-07,0.0256,86.96,5. Severe risk
2011-09-08,0.030445,2011-09-08,0.0304,91.64,5. Severe risk
2011-09-09,0.025045,2011-09-09,0.025,86.41,5. Severe risk
2011-09-12,0.024596,2011-09-12,0.0246,85.61,5. Severe risk
2011-09-13,0.024487,2011-09-13,0.0245,85.44,5. Severe risk
2011-09-14,0.023888,2011-09-14,0.0239,84.57,5. Severe risk
2011-09-15,0.026922,2011-09-15,0.0269,88.36,5. Severe risk
2011-09-16,0.029498,2011-09-16,0.0295,90.79,5. Severe risk
2011-09-19,0.02955,2011-09-19,0.0296,90.89,5. Severe risk
2011-09-20,0.031695,2011-09-20,0.0317,92.53,5. Severe risk
2011-09-21,0.030836,2011-09-21,0.0308,91.97,5. Severe risk
2011-09-22,0.03062,2011-09-22,0.0306,91.83,5. Severe risk
2011-09-23,0.030256,2011-09-23,0.0303,91.56,5. Severe risk
2011-09-26,0.028484,2011-09-26,0.0285,90.05,5. Severe risk
2011-09-27,0.030048,2011-09-27,0.03,91.4,5. Severe risk
2011-09-28,0.027515,2011-09-28,0.0275,89.18,5. Severe risk
2011-09-29,0.028436,2011-09-29,0.0284,89.93,5. Severe risk
2011-09-30,0.031088,2011-09-30,0.0311,92.14,5. Severe risk
2011-10-03,0.030775,2011-10-03,0.0308,91.95,5. Severe risk
2011-10-04,0.027482,2011-10-04,0.0275,89.13,5. Severe risk
2011-10-05,0.032475,2011-10-05,0.0325,93.25,5. Severe risk
2011-10-06,0.030276,2011-10-06,0.0303,91.59,5. Severe risk
2011-10-07,0.031871,2011-10-07,0.0319,92.79,5. Severe risk
2011-10-10,0.0317,2011-10-10,0.0317,92.55,5. Severe risk
2011-10-11,0.034533,2011-10-11,0.0345,94.29,5. Severe risk
2011-10-12,0.032865,2011-10-12,0.0329,93.42,5. Severe risk
2011-10-13,0.037217,2011-10-13,0.0372,95.93,5. Severe risk
2011-10-14,0.034557,2011-10-14,0.0346,94.36,5. Severe risk
2011-10-17,0.032359,2011-10-17,0.0324,93.2,5. Severe risk
2011-10-18,0.034213,2011-10-18,0.0342,94.22,5. Severe risk
2011-10-19,0.035302,2011-10-19,0.0353,94.82,5. Severe risk
2011-10-20,0.032399,2011-10-20,0.0324,93.23,5. Severe risk
2011-10-21,0.028656,2011-10-21,0.0287,90.24,5. Severe risk
2011-10-24,0.03007,2011-10-24,0.0301,91.42,5. Severe risk
2011-10-25,0.035651,2011-10-25,0.0357,95.11,5. Severe risk
2011-10-26,0.035568,2011-10-26,0.0356,95.03,5. Severe risk
2011-10-27,0.035793,2011-10-27,0.0358,95.28,5. Severe risk
2011-10-28,0.034247,2011-10-28,0.0342,94.24,5. Severe risk
2011-10-31,0.030704,2011-10-31,0.0307,91.93,5. Severe risk
2011-11-01,0.035206,2011-11-01,0.0352,94.7,5. Severe risk
2011-11-02,0.030225,2011-11-02,0.0302,91.54,5. Severe risk
2011-11-03,0.028634,2011-11-03,0.0286,90.21,5. Severe risk
2011-11-04,0.023754,2011-11-04,0.0238,84.36,5. Severe risk
2011-11-07,0.024295,2011-11-07,0.0243,85.01,5. Severe risk
2011-11-08,0.020988,2011-11-08,0.021,79.03,4. High risk
